Title,Authors,Year,Keywords,Abstract,URL
[PDF][PDF] Managing Virtual Entrepreneurship Education In Times of Covid-19 Pandemic: A Reflective Single Case Study At Balitar Islamic University,"S Soebiantoro, R Handoko, J Widodo - academia.edu",J Widodo - academia.edu,,"… for learning delivery. To ensure that students remained having access for Entrepreneurship 
… It was expected that this research would contribute to being reference for the development …",https://www.academia.edu/download/82374275/3196_3208supriyono_blitar.pdf
Entrepreneurship Education and New Media in Nigeria,"AA Aderogba - KIU Journal of Social Sciences, 2022 - ijhumas.com",2022 - ijhumas.com,,"… relevance of informal education to entrepreneurship education. In doing … process meant to 
provide students with the … Therefore, it is imperative for individuals and policy makers to design …",https://www.ijhumas.com/ojs/index.php/kiujoss/article/view/1416
Intercultural business education: The role of critical theory and experiential learning,"P Holmes, VX Zhou - The Routledge Handbook of Language and …, 2020 - taylorfrancis.com",2020 - taylorfrancis.com,,"… difference has been heavily criticised, and it is to these critiques that we now turn. … 
student- led research assignments we have explored to deliver intercultural business education…",https://www.taylorfrancis.com/chapters/edit/10.4324/9781003036210-35/intercultural-business-education-prue-holmes-vivien-xiaowei-zhou
The State of Business Education and Research-Perspectives from Educational Leaders around the Globe,"C Evirgen, L Lei, P Moizer, RD Phillips… - Rutgers Business …, 2016 - papers.ssrn.com",2016 - papers.ssrn.com,,"… Below, we provide their perspectives in response to the … It is also the bifurcation in our 
educational system that does … We need to prepare our students in a strong core culture that …",https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3004911
[PDF][PDF] The Effectiveness of Virtual Team Learning and Its Potential Factors in Entrepreneurship Education Courses.,"L Chen, D Ifenthaler, JYK Yau - CSEDU (1), 2022 - scitepress.org",2022 - scitepress.org,,"… Higher Education sectors apply social media to their daily teaching and administration. 
Learners send … The familiarity with technology applications makes learners use it efficiently. …",https://www.scitepress.org/Papers/2022/110435/110435.pdf
ENTREPRENEURSHIP EDUCATION–A COMPONENT OF THE NEW EDUCATIONS,"M BOTEA, D BOTEA, M MARINESCU, G GROZA - ceeol.com",G GROZA - ceeol.com,,"… it comes to the way entrepreneurship is seen and perceived in society. The … of entrepreneurship 
education among students from different faculties. The sample consisted of 150 students …",https://www.ceeol.com/search/article-detail?id=828138
Researching student learning on business management degree courses: the problem of evaluation,"A Brown, M Rich - … on Research Methodology for Business and …, 2020 - books.google.com",2020 - books.google.com,,"… quality of the delivery of the module, student response to the … been a feature of all Business 
School’s research and teaching … , is interesting as it rests essentially on student/learners self-…",https://books.google.com/books?hl=en&lr=&id=8BwEEAAAQBAJ&oi=fnd&pg=PA28&dq=deliver+entrepreneurship+education+to+ict+students&ots=XQJiZZVtsA&sig=Ln7Awg6jivMNhWmRWQmWEyY3nHg
[PDF][PDF] NIGHTINGALE PUBLICATIONS,"E EDUCATION, VO GIDEON - africanscholarpublications.com",VO GIDEON - africanscholarpublications.com,,"… HEIs are grappling with ways to provide students with entrepreneurship skills and … to 
technology in the field of entrepreneurship education and it is apprehensive to deliver quality …",http://www.africanscholarpublications.com/wp-content/uploads/2020/06/NJMSE_Vol9_No7_2019-14.pdf
ASSESSMENT OF QUALITY OF OTM PROGRAMME IN COLLEGES OF EDUCATION TOWARDS MEETING ENTREPRENEURSHIP DEVELOPMENT NEEDS OF …,"CA Onojaife - Nigerian Journal of Business Education (NIGJBED), 2020 - nigjbed.com.ng",2020 - nigjbed.com.ng,,"… efficiency in the programme delivery. OTM lecturers … business education system to equip 
its students with relevant skills for gainful employment or self-employment upon graduation. It …",http://www.nigjbed.com.ng/index.php/nigjbed/article/view/401
"[PDF][PDF] Establishing Entrepreneurship Development Centre: Lessons from Yaba College of Technology, Yaba, Lagos, Nigeria","IN Chris, OT Oyelola, IO Ajiboshin, SB Peluola - core.ac.uk",SB Peluola - core.ac.uk,,"… it may be a new subject, a strategic approach is needed to integrate entrepreneurship education 
… institutions will provide much of the national leadership in the business community and …",https://core.ac.uk/download/pdf/234695100.pdf
Comparison and Analysis of the Modes of Legal Innovation and Entrepreneurship Education in Universities,"X Pu - … Management, Innovation and Entrepreneurship and …, 2021 - atlantis-press.com",2021 - atlantis-press.com,,"… college students’ innovation and entrepreneurship education, it … entrepreneurs, but also And 
it can also create indispensable … work for students' entrepreneurship, and provide scientific …",https://www.atlantis-press.com/proceedings/memiess-20/125952393
Entrepreneurship Education and Skill-Oriented Trade Development in Nigerian Higher Institutions,"O Okafor, N Ikeche - Unilag Journal of Humanities, 2017 - eureka.unilag.edu.ng",2017 - eureka.unilag.edu.ng,,"… Entrepreneurship education is designed to furnish students … , it was envisaged that 
entrepreneurship education will not … for successful entrepreneurship, but also to provide the …",http://eureka.unilag.edu.ng/index.php/ujh/article/view/171
[PDF][PDF] Entrepreneurship Education and Emancipation: A Political Perspective,"A Walmsley, B Wraae - pureportal.coventry.ac.uk",B Wraae - pureportal.coventry.ac.uk,,"… deliver a survey to a cohort of Danish students at the start and end of a semester in which they 
take an entrepreneurship … extent to which EE holds within it the seeds of a more humanist, …",https://pureportal.coventry.ac.uk/files/39797942/Emergent_paper_submission_USASBE.pdf
"Content of Vignettes and Ethical Sensitivity in Decision-Making: Case of Undergraduate Business Education Learners at University of Nairobi, Kenya","PM Oluoch, PA Odundo, JK Mwangi - 2020 - erepository.uonbi.ac.ke",JK Mwangi - 2020 - erepository.uonbi.ac.ke,,"… in applying vignettes to deliver business ethics lessons. Pertinent … For example, it is believed 
that learners cannot prefer … because it explains how experiential learning keeps learners in …",http://erepository.uonbi.ac.ke/handle/11295/153449
[PDF][PDF] An Evaluation of The Use Of E-Learning Strategies In Business Education Program In Tertiary Institutions In River State,"W Amaewhule, OE Avurakoghene - 2021 - seahipaj.org",OE Avurakoghene - 2021 - seahipaj.org,,"… the following: it is usually less expensive to deliver, it is self-… ), it is faster (learners can skip 
material they already know), it … ), it works from anywhere and anytime (elearners can take …",http://seahipaj.org/journals-ci/june-2021/june-2021/IJIISTR/full/IJIISTR-J-1-2021.pdf
APPRECIATIVE INQUIRY AS A MODEL FOR ASSESSING THE VALUE OF BUSINESS SCHOOL EDUCATION,M Browning - search.proquest.com,M Browning - search.proquest.com,,"… Currently, it is common practice for business schools to … discover, dream, design, and deliver. 
The present research focuses on … student learning and value of business school education. …",https://search.proquest.com/openview/011ac11cd5c4f953f8ee18a0e2f9cf21/1?pq-origsite=gscholar&cbl=2030636
"Social Cognitive Career Predictors, Entreprenology and Entrepreneurship Education Among Undergraduate University Students in Kenya",BW NGIGI - 2020 - repository.kemu.ac.ke,BW NGIGI - 2020 - repository.kemu.ac.ke,,"… and entrepreneurship education as it is wide and has not been adequately covered since … 
must provide clear cut career opportunities for its students as well as enable meaningful …",http://repository.kemu.ac.ke/handle/123456789/844
[PDF][PDF] Educating for entrepreneurial behaviour and entrepreneurship,"K Širec, M Rebernik - … učencev pri nacionalnem preverjanju znanja in … - pedagoska-obzorja.si",M Rebernik - … učencev pri nacionalnem preverjanju znanja in … - pedagoska-obzorja.si,,"… As such, it is unlikely that students will become acquainted with … This chapter discusses 
entrepreneurship education and … the set-up of business ventures so as to provide jobs as well as …",https://www.pedagoska-obzorja.si/Revija/Vsebine/PDF/DSPO_2011_26_4.pdf#page=141
"Contents, Curricula, and Teaching Methodologies of Entrepreneurship Education in Kenya","AM Mbila - … (Eds.): Universities, Entrepreneurship and Enterprise …, 2021 - pub.h-brs.de",2021 - pub.h-brs.de,,"… lecturer, students can take notes, the lecturer may or may not send notes … entrepreneurship 
education because it allows students to own the learning process by actively participating in it…",https://pub.h-brs.de/frontdoor/index/index/docId/5369
Research on College Students' Innovation and Entrepreneurship Education from the Perspective of Social Work,"L Zhang, H Guo - … : Theory, Technologies and Applications (FC 2019) 8, 2020 - Springer",2020 - Springer,,"… It hopes this article has important reference value for improving college students’ innovation 
and entrepreneurship education. … The teacher was forced to provide solutions or reference …",https://link.springer.com/chapter/10.1007/978-981-15-3250-4_94
INNOVATIVE LEARNING APPROACH FOR BUSINESS EDUCATION STUDENTS'ACADEMIC ACHIEVEMENT IN COVID-19 ERA,"SO Wagbara - BW Academic Journal, 2021 - bwjournal.org",2021 - bwjournal.org,,"… It was recommended that educational institutions in Nigeria should make frantic effort to provide 
… teaching-leaning process through blended learning in Business Education. Lecturers in …",https://bwjournal.org/index.php/bsjournal/article/view/125
[BOOK][B] A study of the practise of entrepreneurship education for Calgary high school students,JA Lewthwaite - 1989 - prism.ucalgary.ca,JA Lewthwaite - 1989 - prism.ucalgary.ca,,"… and issues that revolve around the delivery of entrepreneurship education. … mechanical 
and technical skills to business education and do not associate it with concepts of innovationk …",https://prism.ucalgary.ca/bitstream/handle/1880/21642/ucalgary_1989_lewthwaite_jo-ann_547915.pdf?sequence=1
[PDF][PDF] Entrepreneurship education pedagogy and self-efficiency of entrepreneurship students: a case of universities in Nairobi and kiambu county,IM Gachanja - 2017 - 41.89.230.28,IM Gachanja - 2017 - 41.89.230.28,,"… of Entrepreneurship Education Pedagogy (EEP) on the EntrepreneurshipSelf Efficacy (ESE) 
of final year students in … Content delivery tends to improve when it includes varied teaching …",http://41.89.230.28/bitstream/handle/20.500.12092/1992/GACHANJA%20ISAAC%20MUIRURI.pdf?sequence=1&isAllowed=y
[PDF][PDF] Digital Entrepreneurial Skills Acquired By Business Education Undergraduates For Decent Works In Tertiary Institutions In Rivers State,"PF Ukata, MC Amini - 2022 - seahipaj.org",MC Amini - 2022 - seahipaj.org,,"… Parents should ensure that learners have good ICT foundation with root in digital 
marketing and social media skills. Parents should as well provide funds Business Education …",http://seahipaj.org/journals-ci/mar-2013/june-2022/IJIER/full/IJIER-J-12-2022.pdf
